"county","observation_count","locality_type","latitude","longitude","observation_date","time_observations_started","protocol_type","duration_minutes","effort_distance_km","number_observers","year","month","day","season","time_of_day"
"Onondaga",1,"H",43.0804886,-76.2126732,2020-03-31,"08:15:00","Traveling",165,2.012,1,2020,3,31,"Spring","Morning"
"Erie",1,"H",42.8462509,-78.8594553,2020-03-31,"08:09:00","Traveling",99,3.034,1,2020,3,31,"Spring","Morning"
"Lewis",1,"P",43.946569,-75.502381,2020-03-31,"08:36:00","Traveling",116,3.053,1,2020,3,31,"Spring","Morning"
"Erie",4,"H",42.8339669,-78.8504268,2020-03-31,"17:47:00","Traveling",89,4.089,1,2020,3,31,"Spring","Evening"
"Onondaga",1,"H",43.0894736,-76.2202692,2020-03-31,"17:07:00","Traveling",112,2.173,3,2020,3,31,"Spring","Evening"
"Tompkins",2,"P",42.346026,-76.464897,2020-03-31,"19:24:00","Traveling",24,1.506,1,2020,3,31,"Spring","Evening"
"Tompkins",3,"P",42.4452132,-76.3142575,2020-03-31,"19:56:00","Stationary",10,NA,1,2020,3,31,"Spring","Evening"
"Genesee",2,"H",43.1168037,-78.3218057,2020-03-31,"19:59:00","Traveling",4,0.623,1,2020,3,31,"Spring","Evening"
"Otsego",1,"P",42.8069816,-74.9061202,2020-03-31,"20:04:00","Stationary",3,NA,1,2020,3,31,"Spring","Evening"
"Wayne",2,"H",43.0787739,-76.7080184,2020-03-31,"18:24:00","Traveling",106,0.805,1,2020,3,31,"Spring","Evening"
"Monroe",2,"H",43.1139403,-77.5859734,2020-03-31,"16:58:00","Traveling",201,3.928,1,2020,3,31,"Spring","Afternoon"
"Erie",3,"H",42.8339669,-78.8504268,2020-03-31,"19:41:00","Stationary",30,NA,1,2020,3,31,"Spring","Evening"
"Tompkins",3,"H",42.4632963,-76.4577198,2020-03-31,"18:50:00","Traveling",93,1.271,1,2020,3,31,"Spring","Evening"
"Erie",3,"P",42.994669,-78.792276,2020-03-31,"19:42:00","Stationary",60,NA,2,2020,3,31,"Spring","Evening"
"Montgomery",1,"P",42.965868,-74.148275,2020-03-31,"19:42:00","Stationary",1,NA,2,2020,3,31,"Spring","Evening"
"Montgomery",3,"H",42.9534639,-74.1464862,2020-03-31,"19:45:00","Stationary",1,NA,2,2020,3,31,"Spring","Evening"
"Montgomery",2,"P",42.945428,-74.111014,2020-03-31,"19:55:00","Stationary",1,NA,2,2020,3,31,"Spring","Evening"
"Montgomery",3,"P",42.946671,-74.102349,2020-03-31,"20:00:00","Stationary",1,NA,2,2020,3,31,"Spring","Evening"
"Saratoga",3,"H",42.9575532,-74.0875053,2020-03-31,"20:04:00","Stationary",1,NA,2,2020,3,31,"Spring","Evening"
"Saratoga",3,"P",42.958486,-74.081758,2020-03-31,"20:05:00","Stationary",1,NA,2,2020,3,31,"Spring","Evening"
"Saratoga",3,"P",42.958934,-74.07601,2020-03-31,"20:07:00","Stationary",1,NA,2,2020,3,31,"Spring","Evening"
"Queens",1,"H",40.6170296,-73.8244561,2020-03-31,"18:00:00","Traveling",120,0.805,1,2020,3,31,"Spring","Evening"
"Tompkins",1,"H",42.3432727,-76.2994856,2020-04-01,"06:11:00","Stationary",3,NA,1,2020,4,1,"Spring","Morning"
"Tompkins",1,"P",42.611007,-76.6144681,2020-04-01,"06:16:00","Traveling",3,0.483,1,2020,4,1,"Spring","Morning"
"Tompkins",1,"P",42.5820403,-76.5853836,2020-04-01,"06:11:00","Stationary",2,NA,1,2020,4,1,"Spring","Morning"
"Greene",1,"P",42.135219,-74.0916559,2020-03-31,"18:05:00","Traveling",20,0.402,4,2020,3,31,"Spring","Evening"
"Monroe",2,"P",43.004502,-77.5546521,2020-04-01,"06:15:00","Traveling",60,0.08,1,2020,4,1,"Spring","Morning"
"Ontario",2,"H",42.8268542,-77.5283745,2020-03-31,"19:00:00","Stationary",75,NA,2,2020,3,31,"Spring","Evening"
"Ulster",2,"P",41.8080128,-74.4696705,2020-03-31,"19:05:00","Stationary",5,NA,1,2020,3,31,"Spring","Evening"
"Orleans",1,"P",43.1698568,-78.3140096,2020-03-31,"20:13:00","Stationary",2,NA,1,2020,3,31,"Spring","Evening"
"Ontario",1,"P",42.7798688,-77.5321659,2020-04-01,"12:03:00","Traveling",83,3.46,1,2020,4,1,"Spring","Afternoon"
"Fulton",1,"P",43.059517,-74.409963,2020-04-01,"18:47:00","Traveling",53,3.54,1,2020,4,1,"Spring","Evening"
"Cayuga",2,"H",42.6796755,-76.3798514,2020-04-01,"19:41:00","Traveling",14,0.51,1,2020,4,1,"Spring","Evening"
"Suffolk",2,"H",40.97294,-72.6178146,2020-04-01,"19:30:00","Stationary",30,NA,1,2020,4,1,"Spring","Evening"
"Cayuga",1,"P",42.664964,-76.37928,2020-04-01,"19:58:00","Stationary",5,NA,1,2020,4,1,"Spring","Evening"
"Onondaga",6,"P",42.9555917,-75.9158868,2020-04-01,"19:33:00","Traveling",30,1.577,1,2020,4,1,"Spring","Evening"
"Oswego",1,"P",43.230418,-76.21603,2020-04-01,"20:03:00","Stationary",4,NA,1,2020,4,1,"Spring","Evening"
"Tompkins",1,"P",42.4678391,-76.4511463,2020-04-01,"20:02:00","Stationary",10,NA,1,2020,4,1,"Spring","Evening"
"Ontario",2,"H",42.8268542,-77.5283745,2020-04-01,"18:58:00","Traveling",75,2.147,1,2020,4,1,"Spring","Evening"
"Monroe",1,"H",43.0322855,-77.55635,2020-04-01,"20:09:00","Stationary",5,NA,1,2020,4,1,"Spring","Evening"
"Genesee",1,"P",42.9291201,-78.2169606,2020-04-01,"20:05:00","Traveling",12,0.193,1,2020,4,1,"Spring","Evening"
"Ontario",4,"P",42.6406868,-77.3688179,2020-04-01,"19:16:00","Traveling",62,0.402,1,2020,4,1,"Spring","Evening"
"Cayuga",4,"H",42.6464402,-76.3459897,2020-04-01,"20:07:00","Traveling",3,0.567,1,2020,4,1,"Spring","Evening"
"Tompkins",2,"P",42.600357,-76.344714,2020-04-01,"20:19:00","Stationary",3,NA,1,2020,4,1,"Spring","Evening"
"Tompkins",1,"P",42.558914,-76.315503,2020-04-01,"20:30:00","Stationary",3,NA,1,2020,4,1,"Spring","Evening"
"Wayne",2,"H",43.0398184,-77.3464966,2020-04-01,"19:30:00","Traveling",60,2.414,2,2020,4,1,"Spring","Evening"
"Monroe",4,"H",43.0130182,-77.571609,2020-04-01,"18:58:00","Traveling",83,2.164,1,2020,4,1,"Spring","Evening"
"Orange",3,"H",41.234391,-74.2379055,2020-04-01,"19:48:00","Stationary",22,NA,1,2020,4,1,"Spring","Evening"
"Erie",1,"H",43.0070249,-78.790826,2020-04-01,"19:15:00","Traveling",70,0.966,2,2020,4,1,"Spring","Evening"
"Livingston",1,"P",42.8289672,-77.803718,2020-04-01,"19:55:00","Stationary",20,NA,1,2020,4,1,"Spring","Evening"
"Schoharie",1,"P",42.576267,-74.297809,2020-04-01,"19:32:00","Stationary",2,NA,1,2020,4,1,"Spring","Evening"
"Albany",3,"P",42.567374,-74.232652,2020-04-01,"19:46:00","Stationary",1,NA,1,2020,4,1,"Spring","Evening"
"Albany",1,"P",42.575087,-74.225232,2020-04-01,"19:51:00","Stationary",1,NA,1,2020,4,1,"Spring","Evening"
"Albany",1,"P",42.577435,-74.205608,2020-04-01,"19:57:00","Stationary",1,NA,1,2020,4,1,"Spring","Evening"
"Albany",1,"P",42.588211,-74.178036,2020-04-01,"20:02:00","Stationary",2,NA,1,2020,4,1,"Spring","Evening"
"Albany",1,"P",42.597394,-74.167151,2020-04-01,"20:18:00","Stationary",1,NA,1,2020,4,1,"Spring","Evening"
"Tompkins",2,"H",42.3432727,-76.2994856,2020-04-02,"05:56:00","Stationary",3,NA,1,2020,4,2,"Spring","Morning"
"Ontario",1,"P",42.6675337,-77.3986478,2020-04-02,"06:20:00","Traveling",10,0.853,1,2020,4,2,"Spring","Morning"
"Ulster",1,"P",41.8629259,-73.9873774,2020-04-01,"15:00:00","Traveling",120,3.219,2,2020,4,1,"Spring","Afternoon"
"Oneida",1,"P",43.264279,-75.429857,2020-04-01,"07:00:00","Stationary",600,NA,2,2020,4,1,"Spring","Morning"
"Albany",1,"P",42.662758,-73.988592,2020-03-26,"20:00:00","Stationary",15,NA,1,2020,3,26,"Spring","Evening"
"Steuben",1,"H",42.1637851,-77.1629906,2020-04-02,"11:00:00","Traveling",90,2.414,1,2020,4,2,"Spring","Morning"
"Washington",1,"P",43.766826,-73.371782,2020-04-02,"10:53:00","Traveling",141,2.14,1,2020,4,2,"Spring","Morning"
"Suffolk",1,"P",41.0795555,-72.4394913,2020-04-02,"19:11:00","Traveling",33,1.931,1,2020,4,2,"Spring","Evening"
"Otsego",1,"P",42.80694,-74.907146,2020-04-02,"20:00:00","Stationary",2,NA,1,2020,4,2,"Spring","Evening"
"Orleans",1,"P",43.1750211,-78.3102528,2020-04-02,"19:36:00","Traveling",27,0.392,1,2020,4,2,"Spring","Evening"
"Herkimer",1,"H",43.1311849,-74.8242233,2020-04-02,"06:30:00","Stationary",800,NA,1,2020,4,2,"Spring","Morning"
"St. Lawrence",2,"P",44.6882095,-75.2300835,2020-04-02,"06:03:00","Stationary",3,NA,1,2020,4,2,"Spring","Morning"
"Chautauqua",1,"P",42.5462481,-79.1538204,2020-04-02,"15:50:00","Stationary",262,NA,1,2020,4,2,"Spring","Afternoon"
"St. Lawrence",1,"P",44.7036267,-75.2451789,2020-04-02,"06:10:00","Stationary",13,NA,1,2020,4,2,"Spring","Morning"
"Monroe",2,"H",43.1139403,-77.5859734,2020-04-02,"19:39:00","Traveling",40,0.349,1,2020,4,2,"Spring","Evening"
"Oswego",2,"P",43.428833,-75.904066,2020-04-02,"20:15:00","Traveling",10,0.147,1,2020,4,2,"Spring","Evening"
"Tompkins",1,"H",42.4642531,-76.4293883,2020-04-02,"19:46:00","Traveling",38,2.627,1,2020,4,2,"Spring","Evening"
"Jefferson",3,"P",44.2212455,-75.6168902,2020-04-01,"05:54:00","Stationary",3,NA,1,2020,4,1,"Spring","Morning"
"St. Lawrence",2,"P",44.6062014,-75.1669316,2020-03-31,"06:02:00","Stationary",3,NA,1,2020,3,31,"Spring","Morning"
"Schuyler",1,"P",42.528972,-76.789935,2020-04-02,"18:59:00","Stationary",62,NA,1,2020,4,2,"Spring","Evening"
"Erie",2,"H",43.0008539,-78.7889698,2020-04-02,"16:15:00","Traveling",120,3.541,1,2020,4,2,"Spring","Afternoon"
"Orange",1,"H",41.2945762,-74.0590062,2020-03-22,"08:43:00","Traveling",248,4.297,2,2020,3,22,"Spring","Morning"
"Erie",4,"P",42.794039,-78.77223,2020-04-03,"06:05:00","Stationary",7,NA,1,2020,4,3,"Spring","Morning"
"Tompkins",1,"H",42.3432727,-76.2994856,2020-04-03,"06:12:00","Stationary",3,NA,1,2020,4,3,"Spring","Morning"
"Ontario",1,"P",42.6675337,-77.3986478,2020-04-03,"06:14:00","Traveling",12,0.998,1,2020,4,3,"Spring","Morning"
"Onondaga",4,"H",43.198162,-76.317002,2020-04-02,"19:07:00","Stationary",58,NA,3,2020,4,2,"Spring","Evening"
"Franklin",1,"H",44.4208004,-74.114141,2020-04-01,"21:20:00","Traveling",90,1.609,1,2020,4,1,"Spring","Night"
"Ulster",1,"H",41.9196235,-73.9736445,2020-04-03,"16:55:00","Traveling",44,0.907,1,2020,4,3,"Spring","Afternoon"
"Sullivan",1,"H",41.5384264,-74.5156422,2020-04-03,"18:05:00","Stationary",70,NA,1,2020,4,3,"Spring","Evening"
"Otsego",1,"P",42.815366,-74.92181,2020-04-03,"19:52:00","Stationary",5,NA,1,2020,4,3,"Spring","Evening"
"Tompkins",1,"H",42.4663513,-76.4531064,2020-04-03,"19:09:00","Traveling",55,2.529,1,2020,4,3,"Spring","Evening"
"Schuyler",2,"P",42.3504048,-76.7885565,2020-04-03,"19:57:00","Stationary",8,NA,1,2020,4,3,"Spring","Evening"
"Chautauqua",2,"P",42.5462481,-79.1538204,2020-04-03,"15:00:00","Stationary",320,NA,1,2020,4,3,"Spring","Afternoon"
"Monroe",2,"H",43.1139403,-77.5859734,2020-04-03,"19:41:00","Traveling",30,0.403,1,2020,4,3,"Spring","Evening"
"Erie",5,"P",43.0005445,-78.9186205,2020-04-03,"19:40:00","Stationary",30,NA,1,2020,4,3,"Spring","Evening"
"Cattaraugus",2,"P",42.3959032,-78.9071665,2020-04-03,"18:05:00","Traveling",165,4.023,4,2020,4,3,"Spring","Evening"
"Niagara",3,"P",43.326093,-78.648713,2020-03-28,"21:58:00","Stationary",10,NA,1,2020,3,28,"Spring","Night"
"Dutchess",4,"P",41.6759408,-73.7252781,2020-04-03,"21:51:00","Stationary",4,NA,1,2020,4,3,"Spring","Night"
"Oswego",2,"P",43.2917322,-76.0883904,2020-04-04,"05:44:00","Traveling",9,0.193,1,2020,4,4,"Spring","Morning"
"Oswego",3,"P",43.3075048,-76.0698456,2020-04-04,"05:58:00","Stationary",10,NA,1,2020,4,4,"Spring","Morning"
"Erie",2,"P",43.043631,-78.671144,2020-04-04,"05:57:00","Traveling",11,1.161,1,2020,4,4,"Spring","Morning"
"Tompkins",1,"H",42.3432727,-76.2994856,2020-04-04,"06:08:00","Stationary",3,NA,1,2020,4,4,"Spring","Morning"
"Erie",2,"P",43.058175,-78.631789,2020-04-04,"06:14:00","Traveling",35,1.509,1,2020,4,4,"Spring","Morning"
"Onondaga",1,"P",43.027769,-76.397053,2020-04-04,"05:43:00","Traveling",8,0.239,1,2020,4,4,"Spring","Morning"
"Suffolk",1,"H",41.0959721,-72.3915391,2020-04-04,"10:11:00","Traveling",51,1.77,1,2020,4,4,"Spring","Morning"
"Tompkins",2,"P",42.4276695,-76.3819973,2020-04-01,"19:29:00","Traveling",76,0.865,4,2020,4,1,"Spring","Evening"
"Hamilton",1,"P",43.4452742,-74.3150739,2020-04-04,"12:00:00","Stationary",30,NA,1,2020,4,4,"Spring","Afternoon"
"Chemung",2,"P",42.185662,-76.751236,2020-04-04,"06:17:00","Stationary",3,NA,1,2020,4,4,"Spring","Morning"
"Chemung",1,"P",42.20702,-76.745346,2020-04-04,"06:12:00","Stationary",2,NA,1,2020,4,4,"Spring","Morning"
"Chemung",4,"P",42.236381,-76.740308,2020-04-04,"06:05:00","Stationary",2,NA,1,2020,4,4,"Spring","Morning"
"Chemung",2,"P",42.236343,-76.756653,2020-04-04,"06:00:00","Stationary",3,NA,1,2020,4,4,"Spring","Morning"
"Tompkins",2,"P",42.32638,-76.658528,2020-04-04,"05:45:00","Stationary",3,NA,1,2020,4,4,"Spring","Morning"
"Orleans",4,"H",43.133033,-78.3179286,2020-03-31,"19:15:00","Traveling",38,1.17,1,2020,3,31,"Spring","Evening"
"Tompkins",1,"P",42.3607509,-76.4532332,2020-04-04,"19:35:00","Stationary",5,NA,1,2020,4,4,"Spring","Evening"
"Rensselaer",1,"P",42.823295,-73.3509707,2020-04-04,"19:39:00","Stationary",3,NA,1,2020,4,4,"Spring","Evening"
"Tompkins",2,"P",42.3359384,-76.4653669,2020-04-04,"19:45:00","Stationary",3,NA,1,2020,4,4,"Spring","Evening"
"Tompkins",2,"P",42.494711,-76.451198,2020-04-04,"19:14:00","Traveling",37,0.318,1,2020,4,4,"Spring","Evening"
"Tompkins",3,"P",42.3319289,-76.465402,2020-04-04,"19:49:00","Stationary",3,NA,1,2020,4,4,"Spring","Evening"
"St. Lawrence",1,"P",44.5435951,-75.1140404,2020-04-04,"18:53:00","Traveling",63,1.271,2,2020,4,4,"Spring","Evening"
"Tompkins",2,"P",42.3297059,-76.4370017,2020-04-04,"19:56:00","Stationary",2,NA,1,2020,4,4,"Spring","Evening"
"Chemung",2,"P",42.178304,-76.713318,2020-04-04,"19:59:00","Stationary",5,NA,1,2020,4,4,"Spring","Evening"
"Schoharie",1,"P",42.609293,-74.571658,2020-04-04,"20:04:00","Stationary",5,NA,1,2020,4,4,"Spring","Evening"
"Erie",3,"H",42.8339669,-78.8504268,2020-04-04,"19:06:00","Traveling",66,0.348,1,2020,4,4,"Spring","Evening"
"Tioga",2,"P",42.2787928,-76.355523,2020-04-04,"20:10:00","Stationary",3,NA,1,2020,4,4,"Spring","Evening"
"Albany",1,"P",42.6640678,-73.9863592,2020-04-04,"20:00:00","Stationary",10,NA,1,2020,4,4,"Spring","Evening"
"Niagara",1,"P",43.325775,-78.561712,2020-04-04,"20:18:00","Stationary",3,NA,1,2020,4,4,"Spring","Evening"
"Tioga",1,"P",42.2905799,-76.3814861,2020-04-04,"20:20:00","Stationary",3,NA,1,2020,4,4,"Spring","Evening"
"Cattaraugus",2,"H",42.1060938,-78.752045,2020-04-04,"19:53:00","Traveling",35,0.402,1,2020,4,4,"Spring","Evening"
"Erie",10,"H",42.8339669,-78.8504268,2020-04-04,"20:08:00","Traveling",24,1.609,1,2020,4,4,"Spring","Evening"
"Tompkins",1,"P",42.3191706,-76.374057,2020-04-04,"20:28:00","Traveling",5,0.113,1,2020,4,4,"Spring","Evening"
"Tioga",2,"P",42.3483635,-76.1646831,2020-04-04,"20:00:00","Stationary",48,NA,2,2020,4,4,"Spring","Evening"
"Franklin",2,"P",44.4039677,-74.157976,2020-04-04,"19:45:00","Traveling",45,0.805,1,2020,4,4,"Spring","Evening"
"Erie",12,"H",42.8339669,-78.8504268,2020-04-04,"20:29:00","Traveling",27,2.002,1,2020,4,4,"Spring","Evening"
"Otsego",2,"P",42.486908,-75.067969,2020-04-04,"20:06:00","Traveling",55,5.488,2,2020,4,4,"Spring","Evening"
"Oswego",1,"P",43.25786,-76.259025,2020-04-04,"21:24:00","Stationary",8,NA,1,2020,4,4,"Spring","Night"
"Allegany",2,"P",42.452076,-78.070376,2020-04-04,"20:30:00","Stationary",3,NA,1,2020,4,4,"Spring","Evening"
"Allegany",1,"P",42.474259,-77.998372,2020-04-04,"20:19:00","Stationary",3,NA,1,2020,4,4,"Spring","Evening"
"Allegany",2,"P",42.471176,-78.001523,2020-04-04,"20:16:00","Stationary",3,NA,1,2020,4,4,"Spring","Evening"
"Allegany",5,"P",42.420045,-78.015512,2020-04-04,"20:07:00","Stationary",3,NA,1,2020,4,4,"Spring","Evening"
"Livingston",1,"P",42.5690115,-77.9462385,2020-04-04,"11:15:00","Traveling",85,1.207,1,2020,4,4,"Spring","Morning"
"Allegany",2,"H",42.401278,-78.03011,2020-04-04,"19:34:00","Stationary",28,NA,1,2020,4,4,"Spring","Evening"
"Saratoga",1,"P",43.1802544,-73.7682521,2020-04-04,"19:33:00","Stationary",45,NA,1,2020,4,4,"Spring","Evening"
"Oswego",1,"P",43.3034267,-76.0697154,2020-04-05,"05:41:00","Stationary",7,NA,1,2020,4,5,"Spring","Morning"
"Monroe",2,"P",43.004502,-77.5546521,2020-04-05,"05:44:00","Traveling",17,0.177,1,2020,4,5,"Spring","Morning"
"Orleans",2,"P",43.131093,-78.325212,2020-04-05,"06:18:00","Stationary",2,NA,1,2020,4,5,"Spring","Morning"
"Genesee",2,"H",43.1259336,-78.3231404,2020-04-05,"06:22:00","Stationary",6,NA,1,2020,4,5,"Spring","Morning"
"Erie",1,"H",42.8294883,-78.8307881,2020-04-05,"06:10:00","Traveling",28,3.479,1,2020,4,5,"Spring","Morning"
"Niagara",1,"P",43.306373,-78.63931,2020-04-05,"06:19:00","Stationary",32,NA,1,2020,4,5,"Spring","Morning"
"Albany",3,"H",42.6099952,-73.8907678,2020-04-05,"05:47:00","Traveling",115,5.778,1,2020,4,5,"Spring","Morning"
"Erie",5,"H",42.8339669,-78.8504268,2020-04-05,"06:41:00","Traveling",209,16.962,1,2020,4,5,"Spring","Morning"
"Monroe",1,"P",43.002396,-77.617602,2020-04-05,"07:39:00","Traveling",80,8.157,1,2020,4,5,"Spring","Morning"
"Oswego",1,"P",43.276827,-76.083625,2020-04-05,"10:14:00","Traveling",39,0.745,1,2020,4,5,"Spring","Morning"
"Erie",2,"P",42.6822572,-78.9709038,2020-04-01,"18:45:00","Traveling",45,0.805,1,2020,4,1,"Spring","Evening"
"Ontario",1,"P",42.70775,-77.589768,2020-04-04,"19:30:00","Traveling",60,0.402,2,2020,4,4,"Spring","Evening"
"St. Lawrence",3,"P",44.5603865,-75.2943707,2020-04-04,"20:10:00","Stationary",3,NA,2,2020,4,4,"Spring","Evening"
"Madison",1,"H",43.1203654,-75.7888227,2020-04-05,"13:08:00","Traveling",120,4.957,1,2020,4,5,"Spring","Afternoon"
"Suffolk",1,"H",40.9482533,-72.2979784,2020-03-27,"19:31:00","Traveling",35,0.805,1,2020,3,27,"Spring","Evening"
"Tompkins",1,"H",42.4632963,-76.4577198,2020-04-04,"18:29:00","Traveling",76,1.4,1,2020,4,4,"Spring","Evening"
"Onondaga",1,"P",42.804361,-75.997285,2020-04-05,"13:31:00","Traveling",119,3.719,1,2020,4,5,"Spring","Afternoon"
"Tompkins",1,"P",42.464539,-76.533565,2020-04-04,"20:24:00","Traveling",10,0.225,1,2020,4,4,"Spring","Evening"
"Hamilton",1,"H",44.0503621,-74.5837256,2020-04-05,"12:29:00","Traveling",130,8.047,1,2020,4,5,"Spring","Afternoon"
"Allegany",3,"P",42.326731,-78.247843,2020-04-05,"06:16:00","Stationary",3,NA,1,2020,4,5,"Spring","Morning"
"Allegany",1,"P",42.340482,-78.246503,2020-04-05,"06:10:00","Stationary",3,NA,1,2020,4,5,"Spring","Morning"
"Allegany",1,"P",42.33908,-78.255929,2020-04-05,"06:05:00","Stationary",3,NA,1,2020,4,5,"Spring","Morning"
"Allegany",2,"P",42.305512,-78.272707,2020-04-05,"05:51:00","Traveling",7,0.097,1,2020,4,5,"Spring","Morning"
"Allegany",1,"P",42.331047,-78.226832,2020-04-05,"05:18:00","Stationary",3,NA,1,2020,4,5,"Spring","Morning"
"Allegany",2,"P",42.4601498,-78.0112875,2020-04-03,"20:00:00","Stationary",20,NA,1,2020,4,3,"Spring","Evening"
"Essex",1,"P",44.415633,-73.388797,2020-04-04,"19:54:00","Stationary",10,NA,1,2020,4,4,"Spring","Evening"
"Otsego",1,"P",42.815366,-74.92181,2020-04-05,"19:56:00","Stationary",17,NA,1,2020,4,5,"Spring","Evening"
"Montgomery",1,"P",42.9447063,-74.3870048,2020-04-05,"20:09:00","Stationary",4,NA,1,2020,4,5,"Spring","Evening"
"Monroe",2,"P",43.277652,-77.692417,2020-04-05,"20:01:00","Stationary",30,NA,2,2020,4,5,"Spring","Evening"
"Erie",1,"H",43.021602,-78.8292898,2020-04-05,"20:11:00","Traveling",10,1.307,1,2020,4,5,"Spring","Evening"
"Broome",1,"P",42.2277856,-75.9164897,2020-04-05,"20:06:00","Stationary",5,NA,1,2020,4,5,"Spring","Evening"
"Erie",6,"H",43.0008539,-78.7889698,2020-04-05,"20:10:00","Traveling",11,0.61,1,2020,4,5,"Spring","Evening"
"Ontario",2,"H",42.6840759,-77.493782,2020-04-05,"19:50:00","Traveling",33,1.207,1,2020,4,5,"Spring","Evening"
"Orleans",1,"P",43.1698568,-78.3140096,2020-04-05,"19:58:00","Traveling",9,0.28,1,2020,4,5,"Spring","Evening"
"Hamilton",2,"H",44.0540353,-74.5595566,2020-04-05,"19:47:00","Stationary",65,NA,1,2020,4,5,"Spring","Evening"
"Chautauqua",9,"H",42.4529497,-79.2192119,2020-04-05,"19:38:00","Traveling",55,1.844,2,2020,4,5,"Spring","Evening"
"Onondaga",2,"H",43.0485838,-76.0397161,2020-04-05,"19:34:00","Traveling",47,2.398,1,2020,4,5,"Spring","Evening"
"Clinton",2,"H",44.51111,-73.88611,2020-04-04,"22:30:00","Stationary",15,NA,1,2020,4,4,"Spring","Night"
"Clinton",2,"H",44.5143382,-73.892958,2020-04-04,"23:15:00","Traveling",15,1.609,1,2020,4,4,"Spring","Night"
"Franklin",2,"H",44.5199154,-73.9641651,2020-04-04,"23:45:00","Traveling",40,3.219,1,2020,4,4,"Spring","Night"
"Erie",5,"H",42.9643762,-78.9500361,2020-04-05,"18:53:00","Traveling",135,17.565,1,2020,4,5,"Spring","Evening"
"Queens",1,"H",40.6170296,-73.8244561,2020-04-05,"19:30:00","Traveling",30,0.161,1,2020,4,5,"Spring","Evening"
"Ulster",1,"P",41.8400866,-73.9608243,2020-04-05,"14:00:00","Traveling",180,3.219,1,2020,4,5,"Spring","Afternoon"
"Tompkins",1,"P",42.4625889,-76.4269153,2020-04-06,"05:44:00","Stationary",14,NA,1,2020,4,6,"Spring","Morning"
"Tompkins",2,"H",42.3432727,-76.2994856,2020-04-06,"05:53:00","Stationary",3,NA,1,2020,4,6,"Spring","Morning"
"Ontario",1,"P",42.6675337,-77.3986478,2020-04-06,"06:05:00","Traveling",14,1.03,1,2020,4,6,"Spring","Morning"
"Kings",1,"H",40.599946,-73.9243268,2020-04-06,"07:11:00","Traveling",96,3.266,1,2020,4,6,"Spring","Morning"
"Erie",1,"H",43.0008539,-78.7889698,2020-04-05,"17:10:00","Traveling",50,0.483,1,2020,4,5,"Spring","Evening"
"Hamilton",1,"H",44.0537872,-74.5953763,2020-04-06,"09:06:00","Traveling",217,8.047,1,2020,4,6,"Spring","Morning"
"Onondaga",1,"H",43.0320078,-76.1340523,2020-04-05,"12:45:00","Traveling",150,1.207,1,2020,4,5,"Spring","Afternoon"
"Jefferson",1,"P",44.1312404,-75.7273757,2020-04-06,"05:47:00","Stationary",3,NA,1,2020,4,6,"Spring","Morning"
"Saratoga",1,"P",42.9556404,-73.7598584,2020-04-06,"19:50:00","Stationary",10,NA,2,2020,4,6,"Spring","Evening"
"Livingston",4,"H",42.98339,-77.73591,2020-04-06,"19:08:00","Traveling",57,1.15,1,2020,4,6,"Spring","Evening"
"Otsego",1,"P",42.806792,-74.907115,2020-04-06,"20:04:00","Stationary",5,NA,1,2020,4,6,"Spring","Evening"
"Monroe",1,"H",43.0041347,-77.7248618,2020-04-06,"20:10:00","Stationary",5,NA,1,2020,4,6,"Spring","Evening"
"Suffolk",1,"H",40.9458512,-72.2865675,2020-04-06,"19:26:00","Traveling",32,0.442,3,2020,4,6,"Spring","Evening"
"Ontario",4,"P",42.6406868,-77.3688179,2020-04-06,"19:09:00","Traveling",78,1.127,1,2020,4,6,"Spring","Evening"
"Tompkins",1,"H",42.3818678,-76.3513846,2020-04-06,"20:00:00","Traveling",30,0.402,2,2020,4,6,"Spring","Evening"
"Saratoga",1,"P",42.9529627,-73.9018456,2020-04-06,"20:02:00","Traveling",5,0.116,1,2020,4,6,"Spring","Evening"
"Allegany",2,"P",42.2323147,-77.8181618,2020-04-06,"20:10:00","Stationary",15,NA,1,2020,4,6,"Spring","Evening"
"Tompkins",1,"H",42.4901352,-76.4317546,2020-04-06,"20:24:00","Stationary",3,NA,1,2020,4,6,"Spring","Evening"
"Tompkins",1,"H",42.4975895,-76.4302433,2020-04-06,"20:29:00","Stationary",3,NA,1,2020,4,6,"Spring","Evening"
"Tompkins",1,"H",42.4959541,-76.4513443,2020-04-06,"20:39:00","Traveling",15,0.145,1,2020,4,6,"Spring","Evening"
"Suffolk",2,"H",41.0562576,-72.2896713,2020-04-06,"19:48:00","Traveling",120,12.875,1,2020,4,6,"Spring","Evening"
"St. Lawrence",6,"P",44.6929549,-75.2342944,2020-04-06,"20:06:00","Traveling",9,1.642,1,2020,4,6,"Spring","Evening"
"Suffolk",1,"H",41.02417,-72.22944,2020-04-06,"19:24:00","Traveling",50,3.219,1,2020,4,6,"Spring","Evening"
"Rensselaer",1,"P",42.5735145,-73.3607677,2020-04-06,"19:32:00","Stationary",4,NA,1,2020,4,6,"Spring","Evening"
"Rensselaer",1,"P",42.598138,-73.366002,2020-04-06,"20:01:00","Stationary",2,NA,1,2020,4,6,"Spring","Evening"
"Livingston",1,"H",42.98339,-77.73591,2020-04-07,"05:32:00","Traveling",6,0.4,1,2020,4,7,"Spring","Morning"
